,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
170,Alisson,/en/matches/e044d71d/Liverpool-Manchester-City-February-7-2021-Premier-League,İlkay Gündoğan,Missed,1.0,40.40625,131.63134765625,23.71875,109.12060546875,40.40625,84.35009765625,62.65625,79.13525390625,84.90625,110.07666015625,112.71875,143.88623046875,51.53125,84.52392578125,51.53125,53.93017578125,48.75,53.88671875,51.53125,20.55517578125,20.9375,103.5146484375,23.71875,97.99560546875,32.0625,53.6259765625,68.21875,51.40966796875,84.90625,68.35791015625,104.375,77.005859375
171,Aaron Ramsdale,/en/matches/d3467620/Sheffield-United-Chelsea-February-7-2021-Premier-League,Jorginho,Scored,,53.90625,103.34228515625,64.6875,84.1044921875,40.96875,66.48388671875,62.53125,66.82080078125,88.40625,82.31884765625,62.53125,92.69580078125,53.90625,64.52978515625,75.46875,45.46044921875,77.625,43.337890625,97.03125,30.70361328125,40.96875,85.89013671875,38.8125,66.4501953125,66.84375,41.01318359375,86.25,47.78515625,90.5625,65.1025390625,101.34375,73.89599609375
172,Hugo Lloris,/en/matches/5d0cd646/Manchester-City-Tottenham-Hotspur-February-13-2021-Premier-League,Rodri,Scored,,340.71875,444.24560546875,464.625,341.337890625,331.1875,329.7216796875,264.46875,300.08544921875,216.8125,404.1845703125,83.375,516.474609375,293.0625,310.0634765625,397.90625,140.13916015625,416.96875,121.37451171875,474.15625,36.48681640625,378.84375,330.46630859375,397.90625,264.04541015625,464.625,160.244140625,331.1875,129.5654296875,226.34375,194.64599609375,178.6875,279.6826171875
173,Alex McCarthy,/en/matches/34682a95/Southampton-Wolverhampton-Wanderers-February-14-2021-Premier-League,Rúben Neves,Scored,,87.875,162.748046875,75.0,133.578125,42.8125,110.5439453125,58.90625,107.57666015625,84.65625,140.16650390625,68.5625,159.2275390625,49.25,110.64453125,68.5625,65.8837890625,68.5625,59.4462890625,78.21875,33.84716796875,36.375,126.537109375,36.375,94.349609375,52.46875,65.63232421875,81.4375,69.3037109375,94.3125,92.0361328125,110.40625,118.03759765625
174,Illan Meslier,/en/matches/85624e5e/Arsenal-Leeds-United-February-14-2021-Premier-League,Pierre-Emerick Aubameyang,Scored,,27.21875,282.30029296875,82.5625,222.7900390625,142.9375,153.2958984375,188.21875,154.00341796875,208.34375,209.66162109375,122.8125,268.7001953125,168.09375,153.68896484375,183.1875,98.5810546875,183.1875,93.5498046875,193.25,33.33203125,87.59375,167.52490234375,97.65625,127.43212890625,142.9375,87.8896484375,228.46875,104.31982421875,253.625,144.962890625,263.6875,195.4326171875
175,Aaron Ramsdale,/en/matches/d6167896/West-Ham-United-Sheffield-United-February-15-2021-Premier-League,Declan Rice,Scored,,44.75,190.23046875,52.625,147.041015625,92.0,112.21875,103.8125,112.4033203125,99.875,159.591796875,135.3125,211.3330078125,99.875,112.341796875,76.25,60.78515625,68.375,56.724609375,44.75,24.85546875,95.9375,100.4677734375,80.1875,88.4091796875,64.4375,60.6005859375,84.125,60.908203125,111.6875,84.9638671875,131.375,112.833984375
176,Alex McCarthy,/en/matches/9e4c8c99/Southampton-Chelsea-February-20-2021-Premier-League,Mason Mount,Scored,,111.6875,199.1513671875,88.0625,159.4072265625,56.5625,131.3525390625,80.1875,123.8466796875,111.6875,163.7138671875,88.0625,186.9697265625,68.375,127.599609375,84.125,72.720703125,88.0625,64.9072265625,103.8125,29.7158203125,52.625,150.978515625,44.75,111.48046875,64.4375,76.3505859375,99.875,69.029296875,107.75,100.65234375,123.5,124.5234375
177,Alisson,/en/matches/e4ac45fb/Merseyside-Derby-Liverpool-Everton-February-20-2021-Premier-League,Gylfi Sigurðsson,Scored,,42.0,369.375,42.0,313.375,122.0,250.625,194.0,251.75,282.0,349.125,354.0,438.25,162.0,251.25,162.0,131.25,154.0,115.125,154.0,35.125,42.0,321.375,66.0,209.75,98.0,130.25,226.0,124.25,250.0,180.625,282.0,237.125
178,Karl Darlow,/en/matches/401e0d48/Manchester-United-Newcastle-United-February-21-2021-Premier-League,Bruno Fernandes,Scored,,37.8125,177.0908203125,68.0625,132.1884765625,94.53125,98.57080078125,128.5625,106.6650390625,132.34375,152.09912109375,128.5625,186.0712890625,113.4375,102.6474609375,121.0,49.828125,121.0,53.609375,124.78125,15.85595703125,49.15625,112.98681640625,60.5,75.3515625,90.75,45.57421875,151.25,57.86328125,170.15625,103.53369140625,196.625,168.228515625
179,Sam Johnstone,/en/matches/ff18265a/West-Bromwich-Albion-Brighton-and-Hove-Albion-February-27-2021-Premier-League,Danny Welbeck,Missed,1.0,18.9375,167.5458984375,62.25,137.28515625,74.625,97.259765625,87.0,97.453125,56.0625,137.1884765625,12.75,170.54296875,77.71875,97.30810546875,108.65625,57.57275390625,108.65625,54.47900390625,124.125,33.064453125,99.375,66.708984375,87.0,66.515625,99.375,54.333984375,114.84375,63.85693359375,114.84375,70.04443359375,105.5625,79.1806640625
180,Sam Johnstone,/en/matches/ff18265a/West-Bromwich-Albion-Brighton-and-Hove-Albion-February-27-2021-Premier-League,Pascal Groß,Missed,1.0,189.0625,190.7978515625,136.125,155.939453125,124.78125,133.07470703125,102.09375,136.50146484375,64.28125,124.56689453125,83.1875,174.0185546875,113.4375,129.1162109375,113.4375,83.7412109375,113.4375,79.9599609375,105.875,45.810546875,109.65625,57.21337890625,90.75,68.26171875,128.5625,83.9775390625,94.53125,79.66455078125,75.625,68.025390625,94.53125,49.41455078125
181,Kasper Schmeichel,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League,Alexandre Lacazette,Scored,,132.03125,249.12548828125,121.46875,211.99169921875,163.71875,165.12060546875,200.6875,176.2607421875,221.8125,213.5595703125,163.71875,270.74560546875,179.5625,170.6494140625,205.96875,86.56201171875,211.25,70.80078125,221.8125,18.1533203125,126.75,153.98046875,132.03125,111.81298828125,169.0,80.703125,253.5,87.3046875,285.1875,119.4873046875,290.46875,188.22607421875
182,Aaron Ramsdale,/en/matches/9d08bb4e/Sheffield-United-Southampton-March-6-2021-Premier-League,James Ward-Prowse,Scored,,57.59375,384.21240234375,153.40625,310.42822265625,228.6875,208.9482421875,290.28125,230.44189453125,372.40625,265.94384765625,276.59375,367.10302734375,262.90625,216.32666015625,324.5,114.6328125,331.34375,107.89599609375,379.25,40.20703125,167.09375,214.82958984375,208.15625,153.87744140625,269.75,86.40234375,372.40625,135.91259765625,351.875,210.873046875,324.5,237.8203125
183,Ederson,/en/matches/28ebbc70/Manchester-Derby-Manchester-City-Manchester-United-March-7-2021-Premier-League,Bruno Fernandes,Scored,,53.5,120.8984375,36.0,90.625,53.5,85.8984375,71.0,83.671875,91.0,108.984375,111.0,126.796875,63.5,83.5546875,58.5,48.4765625,61.0,43.515625,61.0,16.015625,31.0,90.546875,31.0,68.046875,41.0,50.703125,78.5,46.2890625,86.0,71.40625,91.0,83.984375
184,Jordan Pickford,/en/matches/7e4a240e/Chelsea-Everton-March-8-2021-Premier-League,Jorginho,Scored,,49.0,189.40625,56.25,146.01953125,99.75,99.57421875,125.125,99.970703125,121.5,143.4140625,143.25,187.25390625,110.625,99.744140625,92.5,55.9609375,88.875,48.654296875,63.5,30.1328125,161.375,35.287109375,139.625,56.697265625,110.625,59.869140625,63.5,51.8828125,81.625,26.791015625,92.5,26.9609375
185,Illan Meslier,/en/matches/c3b4d1ba/West-Ham-United-Leeds-United-March-8-2021-Premier-League,Jesse Lingard,Missed,,76.25,154.39453125,57.5,119.7265625,107.5,95.5078125,95.0,92.1875,113.75,136.23046875,151.25,168.06640625,98.125,95.361328125,63.75,60.44921875,60.625,54.150390625,45.0,25.78125,60.625,97.900390625,60.625,79.150390625,76.25,57.51953125,51.25,60.25390625,60.625,79.150390625,60.625,91.650390625
186,Ederson,/en/matches/ba04db4f/Manchester-City-Southampton-March-10-2021-Premier-League,James Ward-Prowse,Scored,,121.46875,267.00732421875,77.3125,197.6298828125,101.84375,163.66943359375,146.0,159.453125,185.25,218.94140625,239.21875,263.94091796875,121.46875,163.97607421875,101.84375,85.16943359375,101.84375,85.16943359375,72.40625,35.64697265625,38.0625,201.9228515625,42.96875,128.40576171875,62.59375,89.46240234375,136.1875,80.7998046875,165.625,100.884765625,165.625,154.853515625
187,Sam Johnstone,/en/matches/29954372/Crystal-Palace-West-Bromwich-Albion-March-13-2021-Premier-League,Luka Milivojević,Scored,,76.59375,278.30615234375,29.625,188.853515625,60.9375,163.2490234375,107.90625,153.54541015625,154.875,216.904296875,212.28125,290.86376953125,81.8125,158.3564453125,92.25,75.01953125,92.25,64.58203125,102.6875,12.5576171875,128.78125,86.02783203125,34.84375,110.65380859375,60.9375,69.3115234375,118.34375,75.42724609375,144.4375,96.7099609375,165.3125,128.3486328125
188,Alphonse Areola,/en/matches/279b0eb5/Fulham-Manchester-City-March-13-2021-Premier-League,Sergio Agüero,Scored,,236.5,348.3046875,152.0625,244.4541015625,109.84375,207.60693359375,188.25,202.80078125,224.4375,275.7412109375,260.625,324.556640625,152.0625,202.2353515625,127.9375,87.2646484375,127.9375,93.2958984375,127.9375,14.8896484375,37.46875,206.47607421875,31.4375,158.1318359375,61.59375,98.29052734375,188.25,82.17578125,212.375,160.958984375,266.65625,185.93212890625
189,Hugo Lloris,/en/matches/127b8258/North-London-Derby-Arsenal-Tottenham-Hotspur-March-14-2021-Premier-League,Alexandre Lacazette,Scored,,142.3125,318.3017578125,78.03125,241.32861328125,78.03125,182.89111328125,136.46875,172.11669921875,212.4375,255.1162109375,247.5,325.7890625,107.25,177.50390625,113.09375,78.25146484375,107.25,89.84765625,124.78125,25.84033203125,31.28125,164.62939453125,25.4375,88.5693359375,66.34375,71.67724609375,159.84375,78.98193359375,200.75,120.52734375,235.8125,173.6689453125
190,Emiliano Martínez,/en/matches/faf3633c/Aston-Villa-Tottenham-Hotspur-March-21-2021-Premier-League,Harry Kane,Scored,,78.375,341.474609375,171.0,264.546875,249.375,194.521484375,306.375,238.162109375,292.125,309.189453125,185.25,364.51953125,270.75,216.23046875,356.25,110.69140625,363.375,110.802734375,363.375,39.552734375,242.25,187.28515625,270.75,123.60546875,313.5,81.5234375,406.125,147.095703125,427.5,204.4296875,406.125,268.220703125
191,Fraser Forster,/en/matches/2c313b76/Southampton-Burnley-April-4-2021-Premier-League,Chris Wood,Scored,,70.5,132.2265625,52.875,102.576171875,102.8125,88.6689453125,99.875,85.685546875,117.5,121.2109375,152.75,145.26171875,96.9375,88.5771484375,70.5,52.9140625,64.625,46.947265625,47.0,26.109375,67.5625,67.5556640625,67.5625,73.4306640625,67.5625,49.9306640625,70.5,52.9140625,70.5,73.4765625,44.0625,73.0634765625
192,Fraser Forster,/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,Matheus Pereira,Scored,,98.8125,172.0283203125,91.875,126.826171875,46.78125,105.30908203125,71.0625,102.2197265625,98.8125,133.8720703125,91.875,168.451171875,57.1875,105.4716796875,78.0,53.765625,78.0,53.765625,91.875,26.232421875,39.84375,136.41943359375,32.90625,91.21728515625,60.65625,53.49462890625,98.8125,50.6220703125,109.21875,82.00341796875,123.09375,113.43896484375
193,Sam Johnstone,/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,James Ward-Prowse,Missed,,95.34375,178.91162109375,78.0,137.015625,53.71875,105.41748046875,43.3125,101.7861328125,78.0,137.015625,78.0,161.296875,50.25,105.36328125,74.53125,60.64892578125,74.53125,57.18017578125,81.46875,26.06982421875,98.8125,119.9970703125,98.8125,92.2470703125,88.40625,60.86572265625,57.1875,56.9091796875,98.8125,88.7783203125,105.75,123.57421875
194,Hugo Lloris,/en/matches/ebeb462d/Everton-Tottenham-Hotspur-April-16-2021-Premier-League,Gylfi Sigurðsson,Scored,,145.875,260.560546875,85.125,183.673828125,85.125,163.423828125,130.6875,164.1357421875,191.4375,220.7724609375,237.0,277.171875,110.4375,168.8818359375,105.375,72.615234375,105.375,77.677734375,110.4375,22.0693359375,29.4375,127.1162109375,34.5,86.6953125,64.875,66.919921875,145.875,73.248046875,196.5,114.5390625,242.0625,165.8759765625
195,Martin Dúbravka,/en/matches/25a3b695/Newcastle-United-West-Ham-United-April-17-2021-Premier-League,Jesse Lingard,Scored,,37.84375,142.66943359375,60.09375,115.20458984375,51.75,84.48046875,68.4375,84.7412109375,104.59375,107.55615234375,90.6875,129.5888671875,60.09375,84.61083984375,76.78125,54.27783203125,82.34375,51.58349609375,104.59375,29.68115234375,37.84375,87.04443359375,46.1875,64.9248046875,68.4375,54.1474609375,85.125,54.408203125,65.65625,59.66650390625,74.0,70.921875
196,Mathew Ryan,/en/matches/a19ff865/Arsenal-Fulham-April-18-2021-Premier-League,Josh Maja,Scored,,68.4375,132.0224609375,62.875,98.560546875,85.125,79.439453125,101.8125,79.7001953125,79.5625,101.6025390625,71.21875,143.19091796875,96.25,79.61328125,71.21875,45.84716796875,71.21875,45.84716796875,51.75,23.29296875,46.1875,84.3935546875,54.53125,62.27392578125,57.3125,45.6298828125,85.125,46.064453125,110.15625,88.17431640625,107.375,113.162109375
197,Alex McCarthy,/en/matches/81a7befa/Tottenham-Hotspur-Southampton-April-21-2021-Premier-League,Son Heung-min,Scored,,86.0,145.453125,49.21875,128.15966796875,69.28125,98.37939453125,89.34375,102.03662109375,96.03125,145.60986328125,132.8125,176.2783203125,75.96875,101.82763671875,55.90625,58.04541015625,52.5625,54.6494140625,32.5,27.5859375,42.53125,77.89892578125,55.90625,71.42041015625,45.875,57.888671875,62.59375,58.14990234375,86.0,71.890625,92.6875,102.0888671875
198,Sam Johnstone,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,Anwar El Ghazi,Scored,,52.9375,319.6552734375,109.8125,240.9189453125,166.6875,162.1826171875,217.875,168.669921875,246.3125,208.9267578125,200.8125,316.2783203125,195.125,162.626953125,206.5,83.1796875,206.5,88.8671875,200.8125,20.5283203125,109.8125,115.7939453125,138.25,99.17578125,178.0625,82.7353515625,234.9375,89.3115234375,263.375,152.318359375,269.0625,197.9072265625
199,Emiliano Martínez,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,Matheus Pereira,Scored,,44.46875,117.56982421875,67.8125,107.5595703125,96.34375,87.25537109375,104.125,87.376953125,75.59375,102.49365234375,93.75,113.15234375,98.9375,87.2958984375,80.78125,50.69970703125,83.375,50.740234375,80.78125,27.35595703125,44.46875,114.97607421875,75.59375,63.58740234375,80.78125,66.26220703125,65.21875,42.67529296875,41.875,29.341796875,80.78125,61.07470703125
200,Kasper Schmeichel,/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League,James Ward-Prowse,Scored,,116.96875,325.42138671875,116.96875,226.92138671875,160.0625,196.8134765625,203.15625,191.33056640625,270.875,260.107421875,332.4375,322.6318359375,184.6875,197.1982421875,178.53125,98.60205078125,178.53125,92.44580078125,166.21875,36.84716796875,36.9375,182.5771484375,86.1875,140.2529296875,135.4375,104.0849609375,215.46875,99.17919921875,258.5625,130.6337890625,277.03125,167.85986328125
201,Illan Meslier,/en/matches/1e2ba709/Brighton-and-Hove-Albion-Leeds-United-May-1-2021-Premier-League,Pascal Groß,Scored,,97.875,172.529296875,68.875,124.951171875,116.0,103.9375,126.875,100.482421875,141.375,144.208984375,188.5,184.8203125,126.875,100.482421875,83.375,59.927734375,83.375,59.927734375,68.875,27.076171875,68.875,92.326171875,68.875,85.076171875,68.875,63.326171875,97.875,56.529296875,90.625,89.041015625,76.125,99.689453125
202,Łukasz Fabiański,/en/matches/a89e62a7/Burnley-West-Ham-United-May-3-2021-Premier-League,Chris Wood,Scored,,242.34375,234.72412109375,35.25,134.55078125,83.71875,139.71435546875,123.375,118.302734375,167.4375,185.0849609375,237.9375,239.0615234375,105.75,131.24609375,92.53125,73.75830078125,96.9375,78.2333984375,96.9375,20.9521484375,74.90625,210.07666015625,35.25,143.36328125,57.28125,77.61376953125,132.1875,65.5654296875,176.25,92.69140625,229.125,128.767578125
203,Edouard Mendy,/en/matches/b657d658/Manchester-City-Chelsea-May-8-2021-Premier-League,Sergio Agüero,Missed,,399.6875,487.3388671875,515.46875,337.74169921875,346.25,361.81640625,266.09375,360.56396484375,248.28125,387.00439453125,79.0625,491.2353515625,301.71875,361.12060546875,399.6875,157.8076171875,417.5,122.4609375,462.03125,34.09423828125,390.78125,398.13720703125,399.6875,300.3076171875,453.125,176.455078125,346.25,139.16015625,248.28125,235.59814453125,221.5625,297.5244140625
204,Emiliano Martínez,/en/matches/c80d17ca/Aston-Villa-Manchester-United-May-9-2021-Premier-League,Bruno Fernandes,Scored,,171.875,161.685546875,130.625,133.541015625,116.875,88.638671875,113.4375,95.4599609375,144.375,137.193359375,182.1875,168.7216796875,113.4375,92.0224609375,65.3125,53.4580078125,61.875,53.404296875,37.8125,25.5283203125,75.625,105.181640625,55.0,97.984375,79.0625,46.7978515625,75.625,50.181640625,92.8125,71.0751953125,106.5625,109.1025390625
205,Fraser Forster,/en/matches/5e4ec091/Southampton-Crystal-Palace-May-11-2021-Premier-League,Luka Milivojević,Missed,,55.8125,380.8095703125,110.0625,300.2822265625,184.65625,206.51025390625,252.46875,234.69482421875,259.25,295.83203125,177.875,389.498046875,218.5625,220.6025390625,272.8125,112.9501953125,272.8125,112.9501953125,306.71875,52.44873046875,143.96875,219.43701171875,150.75,138.16796875,225.34375,98.64599609375,333.84375,134.24755859375,347.40625,195.49072265625,340.625,283.541015625
206,Scott Carson,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League,Joelinton,Scored,,84.0,235.6875,30.0,167.34375,61.5,140.8359375,97.5,136.8984375,142.5,191.6015625,192.0,250.875,79.5,136.6171875,70.5,64.4765625,70.5,59.9765625,75.0,10.546875,25.5,135.7734375,25.5,126.7734375,30.0,72.84375,111.0,56.109375,138.0,74.53125,169.5,97.5234375
207,Scott Carson,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League,Joe Willock,Missed,,55.375,128.662109375,50.0625,104.6728515625,63.34375,83.63037109375,76.625,81.181640625,58.03125,104.79736328125,60.6875,128.7451171875,71.3125,83.7548828125,50.0625,46.2353515625,44.75,40.83984375,26.15625,19.29931640625,23.5,75.0390625,34.125,67.236328125,39.4375,46.0693359375,60.6875,41.0888671875,87.25,65.41015625,92.5625,81.4306640625
208,Kasper Schmeichel,/en/matches/509c9927/Chelsea-Leicester-City-May-18-2021-Premier-League,Jorginho,Scored,,118.9375,220.3583984375,59.46875,176.17919921875,124.34375,166.38037109375,156.78125,145.26220703125,227.0625,184.2041015625,286.53125,222.97705078125,140.5625,155.8212890625,97.3125,79.4580078125,97.3125,79.4580078125,75.6875,19.6513671875,27.03125,170.26611328125,43.25,127.26953125,59.46875,89.67919921875,140.5625,74.7275390625,183.8125,102.4345703125,221.65625,124.65087890625
209,Sam Johnstone,/en/matches/88927a77/West-Bromwich-Albion-West-Ham-United-May-19-2021-Premier-League,Declan Rice,Missed,1.0,102.4375,179.1474609375,78.59375,134.49365234375,41.125,103.251953125,64.96875,103.62451171875,88.8125,134.6533203125,102.4375,172.3349609375,54.75,103.46484375,82.0,63.015625,82.0,56.203125,92.21875,22.30029296875,37.71875,96.38623046875,51.34375,82.97412109375,61.5625,59.2900390625,102.4375,66.7412109375,109.25,100.91015625,112.65625,128.21337890625
210,Rui Patrício,/en/matches/2c081c94/Wolverhampton-Wanderers-Manchester-United-May-23-2021-Premier-League,Juan Mata,Scored,,42.59375,264.35302734375,97.25,205.58203125,141.96875,156.59326171875,186.6875,167.2294921875,171.78125,221.65283203125,127.0625,275.6103515625,161.84375,161.87255859375,191.65625,77.86962890625,196.625,72.978515625,211.53125,23.52392578125,107.1875,151.0810546875,127.0625,111.6416015625,151.90625,67.31103515625,236.375,88.505859375,236.375,143.162109375,226.4375,182.7568359375
211,Sam Johnstone,/en/matches/9ade2b5d/Leeds-United-West-Bromwich-Albion-May-23-2021-Premier-League,Patrick Bamford,Scored,,24.375,129.568359375,105.375,85.271484375,67.40625,72.02197265625,80.0625,72.2197265625,102.84375,85.23193359375,95.25,120.55078125,75.0,72.140625,82.59375,41.88427734375,82.59375,36.82177734375,100.3125,1.6611328125,54.75,46.51171875,59.8125,54.1845703125,77.53125,41.80517578125,85.125,41.923828125,87.65625,49.55712890625,92.71875,44.57373046875
212,Hugo Lloris,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,Jamie Vardy,Scored,,112.96875,136.01513671875,77.53125,105.08642578125,82.59375,64.66552734375,72.46875,61.97607421875,49.6875,99.5888671875,67.40625,125.17822265625,77.53125,64.58642578125,52.21875,41.40966796875,49.6875,38.8388671875,29.4375,25.8662109375,64.875,66.919921875,67.40625,54.30322265625,57.28125,41.48876953125,44.625,38.759765625,54.75,59.16796875,39.5625,86.7744140625
213,Hugo Lloris,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,Jamie Vardy,Scored,,14.5,230.4140625,46.0,176.90625,68.5,127.7578125,104.5,128.3203125,140.5,173.8828125,154.0,232.59375,86.5,128.0390625,86.5,60.5390625,86.5,51.5390625,86.5,6.5390625,55.0,109.546875,37.0,91.265625,55.0,55.546875,122.5,61.1015625,127.0,97.171875,100.0,110.25
214,"Edouard Mendy,Kepa Arrizabalaga",/en/matches/0143966a/Aston-Villa-Chelsea-May-23-2021-Premier-League,Anwar El Ghazi,Scored,,111.25,151.83203125,87.75,122.08984375,61.3125,101.1142578125,84.8125,95.6064453125,93.625,122.181640625,99.5,136.9609375,73.0625,98.3603515625,76.0,57.28125,78.9375,51.4521484375,81.875,22.123046875,23.125,109.330078125,29.0,80.046875,58.375,59.943359375,96.5625,54.6650390625,93.625,72.244140625,93.625,86.931640625
215,Ederson,/en/matches/12d3970f/Manchester-City-Everton-May-23-2021-Premier-League,Gylfi Sigurðsson,Missed,,49.875,98.654296875,42.75,70.04296875,57.0,60.765625,71.25,58.61328125,85.5,77.8359375,106.875,99.544921875,64.125,60.876953125,61.75,34.71484375,61.75,34.71484375,59.375,15.677734375,26.125,81.658203125,38.0,53.34375,49.875,36.904296875,73.625,32.525390625,85.5,42.2109375,102.125,54.345703125
216,Marek Rodák,/en/matches/f966eee0/Fulham-Newcastle-United-May-23-2021-Premier-League,Fabian Schär,Scored,,31.84375,161.59130859375,60.8125,116.9814453125,83.34375,94.80224609375,115.53125,98.52392578125,128.40625,121.25634765625,134.84375,172.85693359375,99.4375,95.0537109375,93.0,53.109375,93.0,56.328125,80.125,23.939453125,35.0625,110.1416015625,51.15625,81.42431640625,70.46875,52.75732421875,115.53125,56.68017578125,138.0625,89.2197265625,160.59375,124.97802734375
